vid,score
k3137gg4dfd,1
t3108kaw9bq,0
w31368kbi2l,1
e31281lu0gg,1
o3101nxk6oq,0
h31519543cm,1
a31239m1mn3,1
s097572da3f,0
f0976gfwu2d,0
p3149pzs0jn,1
k0977le445r,1
l3140e7g361,1
w097533jgy6,0
p3150r01m4f,1
s31106p6qrn,0
z0979aycaj4,0
w31525v3vqs,0
v3103mbqfzr,1
w3108t07dag,1
s3109o2vkj2,1
w097633yghg,0
s3102w330e0,1
v3100oyqit8,1
c3105q6dlng,1
a0976xykvvp,1
p310707vsid,0
x30817jrkg9,2
d3113ivevz4,1
i31038lw9rs,0
m0980u624o6,0
c3151uypasw,1
y31214toryh,0
k3114evwo7k,1
j09775vwjax,1
c097634mc4k,1
k308163p2yd,1
s0977ba8phh,1
v3115ckird2,2
p308000be1h,2
l09806pd88b,0
i0975nsrxeh,1
n31259f04l6,0
m311303lv0d,0
s09752ha1ys,1
f3129bxewod,0
y312094ai13,0
y3150ivqf2s,0
v312395j78l,0
l3110o79pwt,0
n3100xqhv1t,1
q3079dxrpiv,0
o0975nxsiuj,1
k0975uhzuai,0
t3118y4tny0,0
y3111kvr3ab,0
o0975da28g6,0
q0980u4ipqg,0
r3134ycgd1v,1
a0976qv0etr,0
n3078szwt8b,0
j3081sawgrb,0
i31051vni4c,2
c30825r23f1,0
h09765nvn47,1
s3102rfny84,1
p3115mif9o1,2
h31160o2u3r,1
v3119413q2a,0
l31101y2ydm,2
p0975h48z9o,0
r31630jreeu,0
f31067x5idk,1
i0979r3ie7m,0
h3129yfei9t,0
s097582n6tr,0
s0975gf9bm5,0
v0978ajnqk5,1
u316424rgy8,1
q31643waj42,1
s3082al8o2z,0
j31360xa84a,0
y097568hl5g,1
o3133ymopwp,0
n3100m4f7pa,0
w3111g6uqhn,0
i09755din7w,0
o3115swt67y,0
x0977sikiw1,1
m31442pl8lr,0
c3153rahqox,0
i3164m7juhr,0
g3165lphd32,1
c3164wiliam,1
h0976iatjpz,0
c3104etnzt3,0
x3103wslqzs,0
a3115t0rk4q,2
m3102mhe86l,0
e3158tbr0eh,2
l3101o4omh2,1
i3158usk4v3,1
h30812e8ces,1
d3112pbd2vi,2
g31150ue0u8,0
a31308r2y8u,0
g09760448h7,0
t3082v8thx6,0
e3107c77ub2,0
i310388fzez,2
b0976q7q6ya,1
t3112z2451y,0
s3120crowq5,2
a3135i0ncr7,0
z3127bd5wan,0
r0979dhzs6d,1
q3125tovyw7,2
r31232imnwo,2
i315554olgh,1
c3112rcav8v,0
a31063i2m4w,1
a311191aoo2,2
d3079qd3e0q,0
s09754rec3q,0
x09788g0bm9,0
y313170ui60,0
q3137y37ahr,1
k3111uyc5r1,1
j3136lu12eu,0
k31009a1fxl,1
v3106pum71z,1
w3150jjzeym,0
t31083nepjj,0
f0974mqw9y5,0
b313266vt5x,0
f3109cjxqv2,1
e3150tdf069,0
x09771vz5h4,1
h3100abkrqr,1
c3161i1wfsi,1
s31512obpfi,0
f3150pb9rpy,0
o31036lmz4k,1
k0975m4kdtk,1
q0980j6yijf,0
n3124x0jvb5,0
j3078asmtkl,1
x3081oqr0pq,0
e098089k6z4,2
d3204ntu7y9,1
o31647t3dft,1
f3078noj4mm,1
h3148bonjxb,2
c3102jvkhmk,0
o3205yk940k,1
j3146v162xz,1
g31077ab1go,1
i3079sutdl4,1
d3145mo4jj7,0
o3210qndgqx,0
d3205033ike,0
e31158ifjwn,1
h3108qx9nfl,0
f3133va1wpz,0
c3119kdyl4z,0
g3111zr2nkq,0
z3137w8pkp2,1
w3113nanrjo,0
q0034x048hz,0
t3128dp6nxv,0
r09770x3xoc,1
h3206mxs1sn,1
n3209473p98,1
j3082g4uo6m,0
k0978uvu87s,1
i3114ij189p,1
w0974x2iir4,1
v3102dgp804,0
c0034tstazq,2
s3115f0iuen,1
v3079hot8s3,1
i3147qabkz5,1
s3213aaocmd,0
c31071g0pc3,1
o0976aehk9s,1
d3213iqn1tj,1
b31238tw17v,0
s3148b5z7t3,0
t3214bw62br,2
k3110npry35,1
p0979hsraxs,0
b3146i7y6jg,0
y3120ql6k9c,0
s3119sh1mvq,0
p3210seo8jq,0
j09753f6fo8,1
e3206dtxq1c,1
d0980i737yq,1
u3206526egt,1
d3163c0xrah,1
n3163imbc66,2
i31009kx5wk,1
l31461o3dzx,2
g0979xejzld,1
i3078i9jb5t,0
y0976ch9r11,0
h3207fdjrw9,1
u3138fujiev,0
q3212eyi2ve,1
g3211y0ibzz,0
i31265lxgvy,1
q3200y385xy,2
t3208gwefdx,1
s3205yjuiun,0
q3148ukya1f,2
u3102jq719x,0
s3154wdmo1s,0
r3159113w1k,1
b31115tmelj,0
y3114tf9jq4,2
y09780he2hn,0
f31384bmtvk,1
e3103l878uh,1
c0034q60tgj,0
f3152vleqy4,2
o3078ndhw8v,2
g3115s95skc,2
h3110bb640n,1
f3101xschpx,0
r3205kqsc0y,1
h3213oer7hg,1
a32064pjve0,1
h310535c3k0,0
i3158dvj0qm,1
r3106vkmpuu,1
n3207x1483w,1
a097817b12n,1
a3123m4kosr,2
q320607auc8,1
m0977u60dor,1
k3136hcdntm,0
t313780v6yw,0
q3106vxm38y,2
h32132y019b,1
g0975s8beej,0
a3157lnnnfi,1
g3116s4vf68,0
u3108ob6egv,1
k09757mk1n5,0
j3207zpib1w,1
u0976o32kth,1
c3209235xrs,1
u32069je1cs,1
o0976pyklke,0
m3142uj0vtt,0
t31653psdv5,2
l09765dxyvw,1
a3210dahio0,0
a3162i660ss,2
a3204e5y3d6,1
h3203dqok5u,1
z0978rz0kge,0
b3102kqfjtd,1
n3202dpsf0w,0
h30803683kp,2
p310070d7q9,0
p0975exubfe,0
j3115zy8vqz,0
u3205pbtof7,0
e3151ygon6x,2
u09762tymoz,0
v3143xe82d6,1
f3200dvxp7x,0
c3132thjzdo,2
h31649gvtv6,1
q3209olcslt,0
s3102yzn1i2,1
s3164iu5xg9,1
e3164r6ner2,0
r3153wgsnr6,0
g3100b3yseo,1
m3203159x4d,1
o0979yxipz6,1
c31629j8g04,1
c0979poz4dm,1
g320672xlgm,2
i3204vor4e2,0
c3135poxo60,1
b3162tbf56m,2
t31045417k5,1
i3157nhmybh,0
b3151kk62bv,0
e3131746mme,1
w3159i6kzd7,1
y3118sncbds,2
n3138bzmu24,0
t3209x9j7az,1
z31068ac50d,0
s3209implvm,1
l32052sroqi,1
q3079ntb0qt,0
c31356fy84w,1
q3207jjqut1,1
i308035bspa,1
h3163g6bnfz,1
c3163k67ypl,1
j1436u1xzji,1
o3111d0n70v,0
x310302n6yx,0
u3205ghngfc,0
a3164w9c5qs,0
a3163kxhkmi,0
s3205n8fstu,1
j3148zgig1x,1
e31655mu94f,1
j0977q8qfcs,1
g3101yhueu1,2
e3101wnj0kk,1
g3202353zxl,0
r3202yzude9,1
f31147p0573,1
i3080qy53i6,1
e3126fv9bjz,1
e3204qnvt05,1
c32002xud6h,1
c3209u9l2pd,1
b3211gv2h8l,0
k32019iof4c,1
n3165acui7t,1
y3107imaq85,0
a3141m1fk85,1
e3207kbvqs6,0
l3210b0e0x4,0
y0975h9sn9i,1
l3162ojvtfn,1
t3203zaqf2g,0
y0978grwynd,1
q3157qeo1w7,1
v3130u2uxb8,0
b3107rcjzb0,1
m3101xaoksp,0
n3102kz9fy0,0
x0974vjc363,2
i3139nulpwk,1
j3164ygsej4,1
x3165klunnw,0
f3151k5gjmp,0
j3204850b4d,1
d3201er58ml,1
q3202b2pnjx,0
p3123jx338x,2
a31625whsr6,1
q0978ah1o5k,2
a3081jnv5m3,0
h3163g0qwys,2
i3117t4t1xn,0
o3157wgly1m,2
p31452ojq0m,1
m3162x9ut3r,0
y31643x3g5t,0
f0978ashkrw,1
e3113krfhks,0
c097934qga5,0
h31154u1b61,0
r0976tsskuy,1
j3148z8ty3f,0
f3163egfbjb,1
n3109d9ilkf,1
y0979oaa7ww,2
x320596yurn,1
b3164r47d55,1
m320390p3pk,0
a3122buy1wq,0
q3163oexhxq,2
j3200hh0jke,1
j0975ehamxo,1
u3155htwj2a,0
p3208e0h6qe,1
k09741q2r08,1
k3160enlwpt,1
b3203jy5yzt,2
j3160w7szlw,1
s3159tfw236,1
m3201cjzkou,1
q3155m86gwz,1
e3163uh79wb,0
j3201g6q745,1
d3111d8r19v,1
c32047g0lik,1
v0976bj6h0s,1
p3142w1jdj6,0
r3119jovnv6,0
n3163tf5tbi,1
d312025afft,0
b3107kpegl7,1
h3109rijn5z,2
p3206l224i4,0
m31015wpvm5,0
k3115eqrt3l,1
x3143ccdx0t,1
z32074pk89y,1
r32048mbiid,1
b3204jbwssb,1
d3154ijwkhm,1
h3206l4hadk,1
y0976jn4m03,1
n3139fme77d,1
a3206nznyg4,0
g32108ztrmd,1
d3155f9u22s,0
c31305xg5kn,1
p3135baujqo,1
q31557d3n90,1
x0975a38sna,0
a32063r7uta,0
z3206y9w2pm,1
n3107nixnyx,1
b3160bye0dr,1
s0975nvf3qi,1
p3163diuod7,1
b31119lfvj5,1
e3156zm2biq,0
t31367rqszv,1
h3157dfpu1n,1
v3110a1be21,1
t31115zrjqc,1
a32041q2a1f,1
u3164birp0u,1
z3113k0gmak,0
s3114awc3zv,0
g0977wbgtiz,1
i3124ms9us2,0
r3204s2q7oo,1
a3102oujqni,0
c32046o2kq6,0
d0977x44ppb,2
m31187z4cfr,2
g3113gwgy1m,0
e3100tnt6td,0
a316297jz2o,0
k31382mu4on,1
e31557xgn3e,0
e31356bu9eq,1
f32098icaa5,0
a30824067vr,1
a31132hhcej,1
h3153jbvh0z,1
f3209pnsfa5,0
g3156708fj7,0
g31631pgtaj,1
w31045r0gon,0
s3120dp8tge,1
d3157yrwzxu,1
u3139z5e6ru,0
t0976oy2tjy,0
l311059rgig,1
g0976dipecx,0
s3159tle7go,1
n3163c9fqxd,1
z31167uaq5k,1
o0034hklheb,1
i31248sbx66,1
j3080dpimp8,0
l3208ycolsw,1
q31449a7aa6,1
n3164e6rovt,1
p3110m3i7m8,0
r3100y2p5am,1
k3110ptwxsl,0
i3112um0xih,2
z31094d4cv2,1
f09755i9dr3,1
n3104q6g7u1,0
z3081ncpvhl,2
f3117chu2oj,0
y3113jx872q,2
z3078uh6iej,0
g3101negx3b,0
i3106fsj7zu,1
l3106ibja5u,0
u3204ocspdv,0
e0975akjh82,0
b3201ojnt0p,1
u3101vnmd3e,0
u3122lynfkl,0
d3200lkzy7z,2
x3204dk89wo,1
f3079eoybpe,2
e09799auesa,1
e0975zjt3zt,1
r0974l4tcfu,0
g3122gmzf4k,2
k3151xyae4e,0
j3110muhkaj,0
m3118ek83j8,1
x3152u4mh3x,1
z3102xdovlg,1
c0976hyk9gi,1
k3127i5g5bp,0
w3101uxxwmt,1
n0977wucuro,1
t31412rlayc,0
a0978dj1tve,0
a3106rzts3m,1
r3108fw3z7d,0
l0975roqnif,1
l3124yjoqeb,0
t31014skfxp,0
g0977obaavu,1
p3151quziyf,0
s097606zeba,2
i0977sz4qly,1
x31001fius5,0
r0976rq8sts,0
w3082u2l37s,1
l3109asdrwe,1
o0974bp7rk7,0
a09787k935d,0
i0978q2qyyo,0
b3128cr5loq,0
y3117xcgnhd,1
g3113omac3w,1
b0977groiho,0
d31041jyyn1,1
t0975ny9tnf,0
c0976d1am8o,0
d30806e1wyv,0
g3124romxt1,1
h31237eub71,1
l3111kd5li8,1
g3117zwpg9n,0
t3105t3ibke,2
l3110r5u5bd,0
z3105qkkos8,1
e3104yp42gp,1
i3080xavs14,1
x0976ararsu,0
a31294qbhgz,1
n3110n2at81,1
w3140ljkgh3,1
z3079j81c4r,0
o310172cqns,1
n3130s6ahrg,0
r3141jx7imp,0
e3108c9ssj2,1
y0975leo6jf,0
f3109zf03mu,1
u0978oj9rbk,1
s3136zsfdm7,0
i0976nbgc3n,0
x3102g2r0by,0
l3105r9ak2w,0
j3119hdd8lh,0
v3119ir8qjw,2
g0977x2m0dz,1
w3078yjaeyi,2
w3079b46dol,2
f09750af4m4,1
u3080p8rnmv,1
v3103orfz9g,1
p3113nnictv,1
z097662rt24,0
t307974qtny,1
l09757me9t0,0
k0979lx450q,2
i0979402jq8,2
j0977kal360,0
q0975alar2v,0
n0975y9kl5k,0
x3081vi591z,1
r0978cqat4m,1
x3123m48scb,1
b3102m1hkze,0
k3078vp9kp2,0
l3101jklyvx,0
p3152vmzqkx,1
j3112hdpbw8,0
t0976apormx,0
s311478subv,1
y3078bico1m,0
s098056on8z,0
f3107ipvjp6,2
b0978jqpaaq,0
f3123hkbf8u,1
f0976taq2lm,1
a3080lsyc9f,2
x3100da6aji,2
f3108lqj8pf,0
r3148yofwfd,0
m3111vjd0bb,1
u0974u3yz2y,0
i3103yj6zf8,1
v09792bqr0e,0
k3100g6harx,0
g0977ddbenm,1
y0978zdfqnk,1
j311097y39d,0
j0977r1aa0b,1
m3081vckltr,1
w3112zn9ch5,0
q0975wqckxe,0
i3117utnwlq,1
o31150cxw86,0
b3080708kxr,0
b3119kxw8jo,1
n09761zu9qx,1
m30827si1bm,1
j3081o6ep1k,1
q31124uzpw3,2
t0976f9dp47,0
p3123m1p40o,0
k3151xvgh19,2
y31055yf37s,0
u3100xnxpwu,2
e3131wxqp0i,1
k30827id00q,0
j0978oyufxg,0
b3108vb11g7,0
l31005ceioi,1
n3116528bis,1
h0976sdzzxn,0
e31041arixz,1
s3121zviwvn,2
c0978arfln8,0
j3153ljf1w1,0
r3105hd9y5h,2
c3078j6irml,2
g09757evfde,0
v3208alzmwf,1
b3100nky2wt,1
s3210ekk6fu,1
h0975k54qp3,0
g3118gf0t4z,0
x3134bvsebl,1
a3079ovfaah,0
z3125cdh9yl,0
r09776at37o,1
s0979ppjrxy,0
q0975sn4j9j,1
p31269jntof,0
g32116335iv,1
m310282fuyj,1
y0980htj6m7,0
w0976oc5fsq,1
j3100iu0yi8,0
u3078enlv6i,1
d3138ps334o,1
i0977hr2fkm,0
f0977a9c1r8,1
k3132kxx8ut,0
x3078jijywx,0
c0976xnugmj,0
o3122dldtfx,1
u3208ao2zbb,1
m0976wd9p3h,0
r3143wosolr,0
e097811tg4d,1
f3108kdermi,1
a32104twx4j,2
w3119dogxf5,0
g3210ynmz7i,0
w3082fkjqiq,1
c31239m2vo1,1
u3105idkzzf,0
b3122y3oe05,1
g3079pdt8v3,1
o09742c7oa4,0
p3162sg53qp,2
x3136grhg9m,1
o31659ilw5c,1
z3102rufpao,0
t31521sf7xv,1
u3164vsxv6q,1
u3082rnc0ab,0
b3126yul0vz,2
v30807i2l6v,2
v0978rpu2sw,1
v0975ijndkf,1
y31615olsnl,1
b3204ml75nv,1
j3080b6hpnw,2
g32045qpi1q,1
v31009y8vek,1
c3203x1i00i,1
q310818wiga,0
g0980sfs88e,0
g3101bs6i5c,0
q3200ncflll,1
f3101hm8vop,0
y31000q5dpk,0
n3202roy580,1
d3128dcj6x9,2
e3108ts9g65,0
a31091jwq6j,0
c3202qqifcf,1
n31115dbc8f,1
s0975lgj0f0,1
w3101q65m6e,0
b3106k6j83i,0
e313224seu4,0
l3104hxr2rs,0
u0974jr86jz,0
d09752l6yws,0
k3100sfoj5q,0
z3156zmo9kv,1
m0974y7jz16,0
y097636j7cb,0
j3080wo92sg,0
k31006h5wba,0
w3163vfom7j,2
e31065yuhge,0
t3155gl5rk2,0
w3118z9vh2c,2
b320454768t,2
f0977zrw9i9,1
y3165jhmw3m,0
d0977a7qu0q,0
x3147791n1h,0
c3162urd1g6,1
y0979usxcg8,0
t0978y6tsg6,1
b3164489x76,1
c0979ru0yzg,1
c3164hsebc7,0
o0980w07gtm,0
e3137y9hqzv,1
e3102y9l29n,1
w3206gg6ymx,0
e31385hogto,1
m3111wbsdd6,0
n0976lpynmv,0
r3155hi214k,2
d3133ejc0sm,1
w3164d25g71,0
i311961imen,1
e3124kyxzcs,1
q31305ceewk,0
t3080bjs0pe,0
e3163tyzecx,0
g0980t2l0tc,1
v3159sj0inz,1
h3078f29jv4,0
a3130ptxo9p,1
a3158p3us1k,2
v3082g0ptjt,1
m3163mc6d4t,1
y3163jpl0uw,1
x3150m6eb8q,0
h3162405ihc,2
g31102u9bmk,1
g3112al5b7z,0
m0975ytw412,1
l3105o8rttp,0
x3108zgdmle,2
e3203wc24wz,0
j31242zcni5,1
x3102pyypwi,1
r3159g51pkt,2
l0980t95w8l,1
q09755be1rg,1
o30801q6nz7,2
x311484tv6q,1
c097830y4ap,0
d09803u4z0z,1
g3114ojrvcz,2
u3113zqe946,0
r3204z2gzxu,1
e3161ckswmj,0
r0976vv0wxb,0
g31138d8wnb,0
a0974103r20,0
y3208pddiry,1
t0976mtilbi,1
i0980a3c6r1,0
f3164rr1r43,1
l3163c3tgsp,0
c3163gkb2wu,1
k30804n8v5h,2
a3151b5i18n,0
u3205p57abi,1
q09762yrjzg,0
c314118oo8g,1
y31533t3ezj,1
h3102xmi8cm,1
g3213rzq127,1
b0978db3oot,2
g3200t4ru7s,2
u3200tugh7i,1
a315132g09a,1
c310517og2p,2
r3123m0joc4,2
u0978gyp2wp,1
u3079w8feak,0
f09781hfbav,0
h3203zzwj1x,1
x32142xizqb,1
g3213mtm4ad,1
r0978gxxkrf,0
k3112nibmgu,1
x3102s7r4kr,0
c3117fz5y3l,1
u3213ahx35v,0
s321258s5gy,1
n31434n3c27,1
a09744ymoeq,1
f3131lzmceq,1
v3102ps0qka,1
b3080s4n8q9,1
r3103y87e31,1
i3116vhlncx,0
n0977tr3o4l,1
q3081mlyp81,0
l09752uj262,0
u3213c8r7ax,1
z3132rojas9,0
c3118dzxwtt,0
j31106qxtra,1
u3211dpn5q0,1
i3212u8sx9d,1
k3102mohvnw,2
a3146y5112w,1
g0975zqszfk,1
g3126ojiueg,1
m3081azdu2b,2
m3151z4clf5,0
f31403d2j7n,0
o3204dmczmj,0
t32058i48g2,1
b311981b6yk,1
r0980nid4xa,1
f0976py8e4o,0
r3080u9eha2,2
n3211m6vh7b,0
z316052wyk1,1
w3144dfpj01,0
i3215f0b74c,1
d3128pnvvbw,0
n31037weaxd,1
o31029obfs5,1
m32148w3a0g,1
s3118204384,0
h0975uesk3r,0
b3109kwp6gv,2
x097764nwgk,1
r31170osk7p,1
i3079dbmrli,1
x097771r2sd,2
y31244fd7hg,0
z3151iaqw6p,0
w31450utxhv,0
f0979v0j3db,2
y3142q307a6,1
s3079otckfi,1
y31062ktjtu,1
s3121tmwugh,0
s3126awkix8,1
i3082zm9nv7,1
a097560oerf,0
d3108won8k8,1
k0977qrv4to,1
d30811bl8sr,0
j3118tm232i,1
b31209wk0eq,1
u3111ui2vkj,0
m3110zflv6k,1
n0977xllibi,2
m3120nif2a2,1
g31003zb0k9,2
z3127g7ooek,1
j0979mu88wr,2
w3078n2j5k5,0
d31038m3ka8,1
h3108p5y6pl,0
u0976bvdqsq,0
b3079sf84lf,0
k3122z30x8x,2
g3128398f5l,2
b3113n44fdo,0
o3081v4neds,1
e3081batlhb,2
p3106fbl8uw,2
e3111e21256,0
h0977ja37aj,1
c3120at4wbd,1
x0975u6ouc2,1
l0978nzk1n1,0
k30824bj512,0
j0977xn5f3g,1
a3082ftwcim,1
n311039b1k6,0
k3114vt8y5a,0
k3148rwnrxm,1
s0972rn87lg,2
u31083nji98,1
p313049f8do,0
k09745k83bn,0
b3130j8o5j6,0
r0976u44fjc,1
f3079fms8iu,1
t0975vtgcmp,1
l0973ss9f9s,0
v3104i4a4id,1
u31411h7zen,0
j3153yngezi,1
w09795cnhmq,1
l3080dwdwmk,1
c3081x21zj3,1
z3081l3841g,0
n0979cr8dti,1
c3080jmn3up,1
c312105d5zz,1
b09753nkk2j,1
z0977hyrg0r,1
c3102zbii2u,1
o0976adbly3,2
a0976guzih8,1
f0977iml0lu,1
f3114mt5vq1,0
t3112282ayy,0
t3122vs91s0,1
l31233993wv,0
l3102kv9rwv,0
d09802ofbhs,1
o3126k5f888,1
l3102hlg5uh,0
l0975hhhl0z,0
v3110pk43dv,0
c3079stj6bv,1
j3100q0o9kw,1
m097622uox8,2
p3103ts4eer,1
c3112ffn1vx,0
q310007g8nl,2
o31233h7rt2,1
r0977vfhtvl,1
u3079kk11p4,0
j31276xvpw9,0
h3103x5ts1y,0
w09730s3l0k,1
a3106bcdy4z,0
i31153r67su,1
y3145wusnab,1
r30789jw8md,1
v3116po28vh,1
e0975vt9lnu,1
k3116bir4g0,1
c3078nttcw3,0
b3113zddpvk,0
b3132l43v92,1
u0979rtstcq,1
j0980h7yqs2,0
d09753c562v,1
y09751cq7p2,1
l31031oup38,1
q3106v8i96r,1
g3078dvhj47,0
j3117iw83wu,0
h31083jbc00,0
c31133sq7hv,1
a3106v9r1m0,0
m30788aeehn,1
e31421k5jwk,1
j3130qmk8p2,0
e314231ozk4,1
f0976dimmvx,1
l31229ldeeh,2
k3121v3fl2z,1
t3106c4n4ix,1
f3116b70041,0
r3121tft5mg,1
k3080ju5dgb,0
x09755rs47p,0
s3082egrg25,1
r0976y54ute,0
o0979v82l1y,1
t3082kjcm5i,0
k312110ja6c,1
u0974oqqjlo,0
t3079ig08dk,0
q31015ex592,2
h3100tyzoha,1
r3116kll5y9,1
a310212etrp,1
g3114y8qvdp,1
j3079tbg7ul,2
o3103td2jkw,2
d0977iu59g9,0
c313257mq1u,2
v3103kn3azp,2
c31121wrvs7,0
j311384i6gi,1
t3104l9z8dh,0
y3137o5l7tw,1
j09768gg4qe,2
s3134p6er71,0
a3114akgru0,1
r3080cs1q57,0
s3082cf3cfn,1
i31246yg00g,1
m0976ppfxxl,2
q3136kw2lgh,1
m0976tmatgo,2
f31137cv3no,1
o0974owbqtw,1
y3101z1jb80,0
e31545enkrj,1
u3102rmfbu6,0
v31018go9rv,2
e31046ngxuk,1
o0978st1e7c,1
g3121vfgk0g,1
d0975h65t2t,0
g0979s2mwty,2
s30795bu91r,0
s3112ziknlj,1
z3103xb1kyt,1
g31174m83ig,1
s3116l5dv4r,0
k3107coarvi,1
u0975pk84en,0
j3111xac0k8,0
t3137quw5um,1
n3116j7951i,1
x0975zbpt08,0
l31037cw5qd,0
b0975ksqzit,1
p0980hkopex,1
a3112ib0a6e,0
x30796kxnio,1
a31073jeami,1
w31542mcljf,2
p3123sx7z5w,0
v0978qsjqbu,1
w3081e9kokh,0
d3118wvqw35,2
u3081godksl,0
b3110pvdv72,0
z3079qfaucu,1
q31128213tj,2
e31080hy01x,1
t097665ha5v,2
j3106k6hum0,1
q3078bwz3xk,1
p3078cesofn,0
v3108awhnmt,0
b31246fkeps,0
m3101rdbgl7,0
t3079qa2dmj,0
s3146wvgowl,0
y3118elzmsm,2
d31078qppui,2
m3078ln0o1o,1
y31049cx32s,0
p3110bxgsko,1
x3080b9u0di,1
l09753guh6b,0
f0976s9ph3c,0
s3125fleapt,0
q31142bqwx1,0
s3080gxa8bm,2
u31162clu59,0
c0976i9hhni,2
y0977cioyy1,1
a31293qu24g,1
p3078crf1gg,1
q31210b283b,1
u0976zm7c47,1
u0979fxudmq,1
e31373h6ojs,0
c3139xgnr3c,0
t3106odckt8,0
f0980px5g9j,1
w3102onuu8f,0
u3121ic6mc4,1
f0975ve6384,0
m30796520o6,0
f3078oiqa3u,0
c3102vgdu64,1
m09783kteej,0
d0974a9cxke,1
y3102ooy9hz,1
c0980zlg0l3,0
a3124hzkxcc,1
o3108adztz0,0
e3079tpc1ma,2
j314128edvw,1
m3112lp6pj6,0
a3100so7jno,1
l0977q77xqw,0
l09752rfzq0,1
a0979qjfey3,1
c09798ldy4b,0
f3144bk55h0,0
v09764o3s3d,1
k3125a7ozc2,0
b31004ckv06,2
f30796naems,0
n0979fe2btu,1
y311403zw1p,1
w3151hpre7f,0
b31079ryz1p,0
h3116u52si1,0
h0978adclrt,2
w3082g2empf,2
r3124f0faj2,0
x3104y08pl3,1
q3103ruewy2,2
x31189bipzu,0
s3102d9hhkr,1
w3116vlg0bh,0
q3112pqsj7x,0
h0978zpqew2,2
s3101vv3did,1
n0980aafr42,2
b3103wglkrm,2
g0975r3mdb9,0
u3101uvk1fv,1
r0976ca1n85,1
p3134ofz83h,0
a0976ej1mq8,0
h3101zeidpy,1
h31159xvtwr,0
a30802ty9q5,0
u3100xfdjz7,0
q0979kl75pz,0
m3143tmny6w,1
y3103ckd39w,1
m09800tam24,1
g0975zhu5cv,0
t3123tlqqo4,2
e0975au9og9,0
x3106r209rv,2
m3137iuagfb,0
o3108h166ew,1
n0978zg06mp,0
x0977v3glfb,1
j0977kxhrff,1
w09760jjjpu,2
x3141tcvz96,0
c3149n66h8w,2
q3124p2cqql,0
g09772u68jr,1
f3117cy7gxo,1
b3109ca1q1p,0
f3103b24bbk,1
y0978hddzvj,1
k31296tm18p,1
a3103rqmm5e,1
u3101ax3jmv,1
i31025wwp1i,2
g3113qqmulj,0
w3109xw7bnc,0
y3080bbj9lr,0
r3154bdh201,0
r3100i35v9w,1
h09759btmhv,1
p31188l9zyy,0
x3081zgc2yt,1
i3115t54y0c,0
m3113xsvab7,1
f3133vdxy1q,2
a3111lhdfvp,2
z0971kfl0xo,1
r3103n9qjij,2
s3106ruzy8u,1
l3158x2aesi,1
p32043djs1s,1
f3143nndlbw,1
b0976lxspgt,1
j3082wrua66,2
q0978eje33w,0
c09804slhix,0
m31004f4ded,0
n310561kond,0
a09757wb79o,1
z3101zz83vg,2
o31477f91m0,1
a3205i4za4n,1
t3120sgnm3u,1
v09787smuwc,2
i3080xurkw7,1
k3079n6xk19,2
w0976qb544c,0
z3205kvdmxt,0
p3106vv50gv,0
w3110vzxoe9,0
w3158ft9xbw,1
j0976xenc7z,2
j0974o3kbod,0
s3207452sij,1
j3079xgkn5b,1
i3080adls7a,2
u0978ohl9u0,0
o3164v9se4e,0
g0975uctou0,1
e3209dgue3p,1
d3128kih8if,1
h0975zzszwt,1
c30807wff4v,1
f3117wzdiur,1
i3102561ofo,0
e09734phsu3,1
z31101fmn63,0
i3212ci8d53,1
c31551rfk1t,0
z0976fsaj3r,0
n3163p0xrm7,1
y3119akehdl,1
b3141wluz26,0
m0975s1rqr7,0
o3145mhi783,1
t3079pgkgqa,0
t3212jwy1ho,2
i3111aoh7bn,0
j3082y7k1o8,1
c31266pl81z,2
u3130puiv6h,1
a3202w5mdmd,1
w3204gfbj9c,1
o31092xt40o,1
d09807vuift,1
m3147lwflxg,1
x3202ofoepe,1
u314706jsgz,0
d31600r2hnm,1
t3108gc0dld,1
t31193j1ypw,2
p31638v6yq6,2
g3209n8na8t,2
z3159tcwh7r,1
q3118d3y7uc,1
v3202p9l69f,1
u3200ew8x8a,1
i3212dera1e,1
f0976kj7bo1,1
u0980bezzds,0
k3202t93l1w,1
r31350ok81x,1
l3108l2fl4x,0
u31625izbgn,2
u3214rvka38,1
m3201vljx6a,2
t3205l83qnc,1
z0976vvil7k,0
p3214jrtuqq,0
r3204yc60el,2
k32017tl8bo,1
d3163m34o5l,1
g0976isynkd,0
n31620865g0,2
s32111mp2yz,1
p3211b4ngl6,1
m3205e2x2wv,0
l32053r6gh4,0
r3159r5h99w,2
m31638usttv,1
y3163c86lxj,2
c31631rzmlk,1
n3164uck4ku,0
x32125a2axr,1
d3104pq7ovx,1
h3109uw61e7,1
a3109xvcthm,2
j3164kqm6mp,1
a3164p4z6nd,1
t3162grosqj,1
r3215r5olze,1
a32110mt8rc,0
m3163zhg735,0
n320141opr6,0
y32055wque9,0
m3102pcypf6,0
c31626746x4,0
z3206x6ql3x,1
k3211esvx8f,1
t3126rpknui,1
t3165wwrpip,1
v3104d9e1rq,1
y0976l8sd8l,1
z316440s1m9,0
h315849mmse,2
h3155v91mhx,0
b31047lj7lz,1
v32078mwupq,1
a3165ti9rmp,2
k3115hsrpjz,1
l3163qus1hd,1
x32074v2zyl,1
n3163ohrfz0,1
